Nondimensionalised mobility scalars, generated 05/09/2023 22:40:01. Time to generate 3h02m42s
             s'          lambda           gamma              xa              ya              yb              xc              yc              xg              yg              yh              xm              ym              zm 
 2.05000000e+00  1.00000000e-01  0.00000000e+00  9.99860456e-01  9.99306658e-01  7.71985485e-04  9.99987849e-01  9.97416636e-01  4.48531700e-05  1.91350674e-04  6.31905181e-04  1.00008393e+00  1.00041251e+00  1.00035708e+00
 2.05000000e+00  1.00000000e-01  1.00000000e+00  9.89478642e-01  8.56311089e-01 -4.09871869e-01  7.02072972e-01 -2.08779622e-01 -5.13251770e-01 -1.61679934e-01  8.42126034e-01  1.67387929e-04  6.67564739e-04 -6.02829862e-04
 2.10000000e+00  1.00000000e-01  0.00000000e+00  9.99843039e-01  9.99507655e-01  5.61991878e-04  9.99990249e-01  9.98071234e-01  8.55260054e-05  1.08030808e-04  3.63781137e-04  1.00013156e+00  1.00019581e+00  1.00026762e+00
 2.10000000e+00  1.00000000e-01  1.00000000e+00  9.79885811e-01  8.21309957e-01 -3.84004306e-01  6.50698564e-01 -2.55852340e-01 -5.12720518e-01 -1.44708579e-01  8.00096499e-01  3.47828351e-04  4.15218715e-04 -5.14517550e-04
 2.20000000e+00  1.00000000e-01  0.00000000e+00  9.99811198e-01  9.99696167e-01  3.63355139e-04  9.99993363e-01  9.98692562e-01  1.44174281e-04  3.58328218e-05  1.23645509e-04  1.00026906e+00  1.00004793e+00  1.00016190e+00
 2.20000000e+00  1.00000000e-01  1.00000000e+00  9.60486416e-01  7.65551613e-01 -3.45321765e-01  5.64852637e-01 -2.58656077e-01 -5.02430896e-01 -1.18968277e-01  7.03883238e-01  5.31740192e-04  1.58407004e-04 -3.96068790e-04
 2.30000000e+00  1.00000000e-01  0.00000000e+00  9.99787406e-01  9.99795249e-01  2.55916591e-04  9.99995363e-01  9.99036885e-01  1.83600046e-04  4.80724227e-06  1.38766499e-05  1.00038222e+00  1.00001404e+00  1.00010239e+00
 2.30000000e+00  1.00000000e-01  1.00000000e+00  9.40361831e-01  7.19108096e-01 -3.14321683e-01  4.94117574e-01 -2.36850761e-01 -4.86872415e-01 -9.92929627e-02  6.17561034e-01  6.29197307e-04  1.28906504e-05 -3.14143566e-04
 2.40000000e+00  1.00000000e-01  0.00000000e+00  9.99772612e-01  9.99856832e-01  1.86646586e-04  9.99996706e-01  9.99266760e-01  2.07228430e-04 -9.48504015e-06 -4.07130159e-05  1.00045420e+00  1.00001509e+00  1.00006648e+00
 2.40000000e+00  1.00000000e-01  1.00000000e+00  9.19693468e-01  6.78727336e-01 -2.87958725e-01  4.34831359e-01 -2.12410830e-01 -4.68895713e-01 -8.36662126e-02  5.43855774e-01  6.80800416e-04 -8.02638706e-05 -2.52973549e-04
 2.50000000e+00  1.00000000e-01  0.00000000e+00  9.99765815e-01  9.99897624e-01  1.38954326e-04  9.99997627e-01  9.99431174e-01  2.18162264e-04 -1.55663576e-05 -6.65961977e-05  1.00048855e+00  1.00002581e+00  1.00004406e+00
