'D'-form resistance scalars, generated 26/04/2020 20:38:12
             s'          lambda           gamma              XA              YA              YB              XC              YC              XG              YG              YH              XM              YM              ZM
 3.20000000e+00  1.00000000e-02  1.00000000e+00 -3.43708760e-05 -4.71672020e-06  3.44915613e-06 -5.77702315e-14 -3.70079044e-11 -3.12961472e-05 -6.59631441e-07 -6.69449654e-12  6.91229584e-09  3.36932967e-10 -2.57205563e-14
 3.30000000e+00  1.00000000e-02  0.00000000e+00  2.26553951e-05  2.68432069e-06 -1.31305366e-06  6.73283651e-12  9.37205168e-07  1.94300773e-05  2.36118337e-07  1.68521124e-07  1.15395320e-05  6.06311572e-08  3.13171711e-12
 3.30000000e+00  1.00000000e-02  1.00000000e+00 -2.75265925e-05 -3.64502737e-06  2.60162595e-06 -3.78768432e-14 -3.25161909e-11 -2.45220324e-05 -4.67829032e-07 -5.58821086e-12  5.20282197e-09  2.29336170e-10 -1.55071879e-14
 3.40000000e+00  1.00000000e-02  0.00000000e+00  1.80711823e-05  2.23270191e-06 -9.67301343e-07  5.30064881e-12  6.74107943e-07  1.50132754e-05  1.63856336e-07  1.14181565e-07  8.72293967e-06  3.87033345e-08  2.45292675e-12
 3.40000000e+00  1.00000000e-02  1.00000000e+00 -2.22231015e-05 -2.85051139e-06  1.98646698e-06 -2.53526233e-14 -2.78085014e-11 -1.93678872e-05 -3.36493391e-07 -4.53241130e-12  3.95856638e-09  1.58804951e-10 -9.59829483e-15
 3.50000000e+00  1.00000000e-02  0.00000000e+00  1.45502562e-05  1.90443021e-06 -7.21319004e-07  4.20286028e-12  4.90967195e-07  1.16857925e-05  1.15301916e-07  7.84726308e-08  6.64244737e-06  2.51043855e-08  1.94710914e-12
 3.50000000e+00  1.00000000e-02  1.00000000e+00 -1.80701876e-05 -2.25256853e-06  1.53317964e-06 -1.72804187e-14 -2.33372246e-11 -1.54071598e-05 -2.45072340e-07 -3.60588811e-12  3.03940513e-09  1.11564816e-10 -6.06106264e-15
 3.60000000e+00  1.00000000e-02  0.00000000e+00  1.18243969e-05  1.66270003e-06 -5.43984672e-07  3.35420580e-12  3.61750514e-07  9.15952324e-06  8.21890780e-08  5.46491513e-08  5.09405538e-06  1.65280443e-08  1.56363811e-12
 3.60000000e+00  1.00000000e-02  1.00000000e+00 -1.47921140e-05 -1.79728272e-06  1.19516482e-06 -1.19723335e-14 -1.94272495e-11 -1.23398765e-05 -1.80569908e-07 -2.84693202e-12  2.35434177e-09  7.94698022e-11 -3.90908586e-15
 3.70000000e+00  1.00000000e-02  0.00000000e+00  9.69653296e-06  1.48238400e-06 -4.14455426e-07  2.69406719e-12  2.69360649e-07  7.22598906e-06  5.92782683e-08  3.85201109e-08  3.93250636e-06  1.10312328e-08  1.26809674e-12
 3.70000000e+00  1.00000000e-02  1.00000000e+00 -1.21828785e-05 -1.44648931e-06  9.40068279e-07 -8.41712225e-15 -1.60780794e-11 -9.94515628e-06 -1.34451256e-07 -2.23623090e-12  1.83794510e-09  5.72975449e-11 -2.56536004e-15
 3.80000000e+00  1.00000000e-02  0.00000000e+00  8.02316086e-06  1.34632924e-06 -3.18733488e-07  2.17581508e-12  2.02511588e-07  5.73527449e-06  4.32187154e-08  2.74547299e-08  3.05481430e-06  7.45609441e-09  1.03694830e-12
 3.80000000e+00  1.00000000e-02  1.00000000e+00 -1.00906168e-05 -1.17337612e-06  7.45497490e-07 -5.99665604e-15 -1.32577037e-11 -8.06190490e-06 -1.01082362e-07 -1.75167242e-12  1.44498781e-09  4.17623935e-11 -1.70888556e-15
 3.90000000e+00  1.00000000e-02  0.00000000e+00  6.69896081e-06  1.24266945e-06 -2.47284093e-07  1.76747506e-12  1.53642520e-07  4.57871173e-06  3.18324253e-08  1.97739764e-08  2.38738177e-06  5.10005749e-09  8.54205595e-13
 3.90000000e+00  1.00000000e-02  1.00000000e+00 -8.40259309e-06 -9.58904609e-07  5.95766766e-07 -4.32458987e-15 -1.09314580e-11 -6.57174994e-06 -7.66887523e-08 -1.37341895e-12  1.14393489e-09  3.07617487e-11 -1.15653688e-15
 4.00000000e+00  1.00000000e-02  0.00000000e+00  5.64415320e-06  1.16290812e-06 -1.93411768e-07  1.44351198e-12  1.17547257e-07  3.67544466e-06  2.36678297e-08  1.43807441e-08  1.87644069e-06  3.52737617e-09  7.08544334e-13
 4.00000000e+00  1.00000000e-02  1.00000000e+00 -7.03181362e-06 -7.88968962e-07  4.79483855e-07 -3.15370364e-15 -9.01404498e-12 -5.38494408e-06 -5.86715709e-08 -1.07802254e-12  9.11295544e-10  2.28733740e-11 -7.93244727e-16
 4.10000000e+00  1.00000000e-02  0.00000000e+00  4.79899033e-06  1.10099724e-06 -1.52425804e-07  1.18483001e-12  9.06394892e-08  2.96577647e-06  1.77533528e-08  1.05539543e-08  1.48290888e-06  2.46520537e-09  5.91526828e-13
 4.10000000e+00  1.00000000e-02  1.00000000e+00 -5.91226146e-06 -6.53265508e-07  3.88447162e-07 -2.32361180e-15 -7.44010387e-12 -4.43423121e-06 -4.52405483e-08 -8.47844932e-13  7.30253646e-10  1.71575555e-11 -5.50845067e-16
 4.20000000e+00  1.00000000e-02  0.00000000e+00  4.11805046e-06  1.05255067e-06 -1.20981893e-07  9.77218306e-13  7.04071619e-08  2.40504482e-06  1.34278593e-08  7.81195711e-09  1.17803783e-06  1.73988890e-09  4.95825603e-13
 4.20000000e+00  1.00000000e-02  1.00000000e+00 -4.99297236e-06 -5.44112214e-07  3.16640876e-07 -1.72840670e-15 -6.15060743e-12 -3.66845867e-06 -3.51416936e-08 -6.68538988e-13  5.88434025e-10  1.29757256e-11 -3.86941608e-16
