Resistance scalars, generated 25/01/2019 15:36:04. Time to generate 0h50m57s
             s'          lambda            X11A            X12A            X21A            X22A            Y11A            Y12A            Y21A            Y22A            Y11B            Y12B            Y21B            Y22B            X11C            X12C            X21C            X22C            Y11C            Y12C            Y21C            Y22C            X11G            X12G            X21G            X22G            Y11G            Y12G            Y21G            Y22G            Y11H            Y12H            Y21H            Y22H            X11M            X12M            X21M            X22M            Y11M            Y12M            Y21M            Y22M            Z11M            Z12M            Z21M            Z22M 
 2.20000000e+00  1.00000000e-01  1.17183565e+00 -1.78677389e-01 -1.78675848e-01  1.85994238e-01  1.07449352e+00 -9.62691113e-02 -9.62691113e-02  1.25507958e-01 -6.75778306e-02  8.69203539e-02 -8.58857790e-04  2.19164785e-04  1.33377191e+00 -7.60767159e-04 -7.60767155e-04  1.34683413e-03  1.39536769e+00  5.08054815e-04  5.08054815e-04  1.37363500e-03  1.79880797e-01 -1.86948441e-01  3.99014753e-03 -3.54328173e-03  2.35956714e-02 -3.00346723e-02  9.00850476e-04 -6.39114782e-04  2.12163032e-02  1.01916456e-03  1.44728253e-03 -1.65053247e-05  1.23668175e+00  2.96506633e-03  2.96505871e-03  1.26661939e-03  1.12690034e+00  4.57308674e-04  4.57308044e-04  1.19403876e-03  1.11129099e+00 -4.40046709e-04 -4.40046709e-04  1.12839965e-03
 2.30000000e+00  1.00000000e-01  1.13889741e+00 -1.47451503e-01 -1.47449595e-01  1.56770295e-01  1.06160209e+00 -8.48641299e-02 -8.48641299e-02  1.17861576e-01 -5.41163640e-02  7.42395378e-02 -7.26569649e-04  1.36110443e-04  1.33366657e+00 -6.61888311e-04 -6.61888311e-04  1.33953024e-03  1.38145749e+00  4.06609763e-04  4.06609763e-04  1.35209743e-03  1.43995346e-01 -1.52707329e-01  2.41074749e-03 -1.91551286e-03  1.73124621e-02 -2.34915315e-02  5.93581439e-04 -3.59245114e-04  1.50137023e-02  8.62046213e-04  1.07662326e-03 -8.05914869e-06  1.21070226e+00  1.94303590e-03  1.94303103e-03  1.18248227e-03  1.12152236e+00  1.47082288e-04  1.47081106e-04  1.15069185e-03  1.11122487e+00 -3.49036728e-04 -3.49036728e-04  1.11892317e-03
 2.40000000e+00  1.00000000e-01  1.12030708e+00 -1.30535819e-01 -1.30535434e-01  1.41902045e-01  1.05276317e+00 -7.70930691e-02 -7.70930691e-02  1.13481060e-01 -4.49612177e-02  6.54526657e-02 -6.41046741e-04  9.58525492e-05  1.33359045e+00 -5.81197517e-04 -5.81197517e-04  1.33660011e-03  1.37212382e+00  3.41075981e-04  3.41075981e-04  1.34349602e-03  1.22878870e-01 -1.33128168e-01  1.73220668e-03 -1.20491277e-03  1.32270121e-02 -1.90370718e-02  4.32256212e-04 -2.24948130e-04  1.10811408e-02  7.46680779e-04  8.67382170e-04 -4.45560440e-06  1.19488037e+00  1.51016742e-03  1.51016756e-03  1.14967524e-03  1.11830968e+00 -1.88297802e-05 -1.88291558e-05  1.13263900e-03  1.11118498e+00 -2.81078390e-04 -2.81078390e-04  1.11507435e-03
 2.50000000e+00  1.00000000e-01  1.10764080e+00 -1.19476693e-01 -1.19476598e-01  1.32903121e-01  1.04612491e+00 -7.12001037e-02 -7.12001037e-02  1.10656255e-01 -3.81621694e-02  5.87214294e-02 -5.76732852e-04  7.24152076e-05  1.33353409e+00 -5.13649608e-04 -5.13649608e-04  1.33522325e-03  1.36530196e+00  2.92746045e-04  2.92746045e-04  1.33940186e-03  1.07969109e-01 -1.19617000e-01  1.37341108e-03 -8.27277703e-04  1.03586026e-02 -1.57508785e-02  3.33090341e-04 -1.50727109e-04  8.39196466e-03  6.54772755e-04  7.27932788e-04 -2.67300623e-06  1.18342676e+00  1.27722389e-03  1.27722393e-03  1.13412453e-03  1.11624399e+00 -1.16755165e-04 -1.16754942e-04  1.12385855e-03  1.11116007e+00 -2.28793508e-04 -2.28793508e-04  1.11329058e-03
 2.60000000e+00  1.00000000e-01  1.09805698e+00 -1.11410255e-01 -1.11410227e-01  1.26885602e-01  1.04088297e+00 -6.64550690e-02 -6.64550690e-02  1.08697420e-01 -3.28651379e-02  5.32763781e-02 -5.24747375e-04  5.71627779e-05  1.33349172e+00 -4.56375794e-04 -4.56375794e-04  1.33450306e-03  1.36008100e+00  2.54808047e-04  2.54808047e-04  1.33721825e-03  9.63874708e-02 -1.09275710e-01  1.15725131e-03 -6.02350539e-04  8.25644696e-03 -1.32191215e-02  2.66078007e-04 -1.05988424e-04  6.47379536e-03  5.78905730e-04  6.25740925e-04 -1.70451772e-06  1.17440023e+00  1.12877266e-03  1.12877267e-03  1.12586623e-03  1.11485671e+00 -1.76426030e-04 -1.76426030e-04  1.11915957e-03  1.11114414e+00 -1.87892053e-04 -1.87892053e-04  1.11238878e-03
 2.70000000e+00  1.00000000e-01  1.09032281e+00 -1.05090826e-01 -1.05090817e-01  1.22586169e-01  1.03660999e+00 -6.24873421e-02 -6.24873421e-02  1.07268732e-01 -2.86119107e-02  4.87222622e-02 -4.81085605e-04  4.65131999e-05  1.33345945e+00 -4.07393207e-04 -4.07393207e-04  1.33409534e-03  1.35596824e+00  2.24004953e-04  2.24004953e-04  1.33595352e-03  8.68852793e-02 -1.00849161e-01  1.01341269e-03 -4.57218229e-04  6.67187431e-03 -1.12147585e-02  2.17804449e-04 -7.72340497e-05  5.06697894e-03  5.15058633e-04  5.46292126e-04 -1.13721493e-06  1.16695589e+00  1.02102991e-03  1.02102991e-03  1.12107129e-03  1.11389623e+00 -2.12492956e-04 -2.12492956e-04  1.11643554e-03  1.11113375e+00 -1.55509647e-04 -1.55509647e-04  1.11189631e-03
 2.80000000e+00  1.00000000e-01  1.08382023e+00 -9.98944450e-02 -9.98944415e-02  1.19368638e-01  1.03304946e+00 -5.90840521e-02 -5.90840521e-02  1.06187539e-01 -2.51248927e-02  4.48283397e-02 -4.43545323e-04  3.86891242e-05  1.33343461e+00 -3.65215030e-04 -3.65215030e-04  1.33385023e-03  1.35266324e+00  1.98441353e-04  1.98441353e-04  1.33517444e-03  7.88316158e-02 -9.37091565e-02  9.10277522e-04 -3.58264936e-04  5.45273950e-03 -9.59759596e-03  1.81498919e-04 -5.78980409e-05  4.01393494e-03  4.60649502e-04  4.82179633e-04 -7.87258980e-07  1.16065942e+00  9.35547529e-04  9.35547530e-04  1.11812129e-03  1.11321538e+00 -2.33217343e-04 -2.33217343e-04  1.11477234e-03  1.11112686e+00 -1.29620234e-04 -1.29620234e-04  1.11161355e-03
 2.90000000e+00  1.00000000e-01  1.07820105e+00 -9.54716488e-02 -9.54716488e-02  1.16875144e-01  1.03003368e+00 -5.61109931e-02 -5.61109931e-02  1.05345468e-01 -2.22212750e-02  4.14463600e-02 -4.10768571e-04  3.27289183e-05  1.33341530e+00 -3.28682813e-04 -3.28682813e-04  1.33369565e-03  1.34996737e+00  1.76903070e-04  1.76903070e-04  1.33467045e-03  7.18639396e-02 -8.75014774e-02  8.31693489e-04 -2.87797731e-04  4.49962205e-03 -8.27413189e-03  1.53315567e-04 -4.44068172e-05  3.21289738e-03  4.13856718e-04  4.29104628e-04 -5.61574184e-07  1.15525275e+00  8.63544491e-04  8.63544491e-04  1.11621291e-03  1.11272331e+00 -2.43692758e-04 -2.43692758e-04  1.11370869e-03  1.11112221e+00 -1.08744026e-04 -1.08744026e-04  1.11144350e-03
 3.00000000e+00  1.00000000e-01  1.07325253e+00 -9.16116578e-02 -9.16116578e-02  1.14889423e-01  1.02744645e+00 -5.34778312e-02 -5.34778312e-02  1.04674336e-01 -1.97737597e-02  3.84745040e-02 -3.81834807e-04  2.80627968e-05  1.33340015e+00 -2.96874836e-04 -2.96874836e-04  1.33359427e-03  1.34774223e+00  1.58548058e-04  1.58548058e-04  1.33433118e-03  6.57535788e-02 -8.20090597e-02  7.68850337e-04 -2.35838653e-04  3.74461586e-03 -7.17871002e-03  1.30910540e-04 -3.47036038e-05  2.59536091e-03  3.73320149e-04  3.84362884e-04 -4.10499451e-07  1.15056550e+00  8.00583443e-04  8.00583443e-04  1.11492511e-03  1.11236173e+00 -2.47229377e-04 -2.47229377e-04  1.11300095e-03  1.11111903e+00 -9.17797898e-05 -9.17797898e-05  1.11133696e-03
 3.10000000e+00  1.00000000e-01  1.06883590e+00 -8.81798201e-02 -8.81798201e-02  1.13273601e-01  1.02520377e+00 -5.11206435e-02 -5.11206435e-02  1.04129299e-01 -1.76900408e-02  3.58392327e-02 -3.56077586e-04  2.43279864e-05  1.33338818e+00 -2.69047652e-04 -2.69047652e-04  1.33352561e-03  1.34588764e+00  1.42761431e-04  1.42761431e-04  1.33409521e-03  6.03449041e-02 -7.70895381e-02  7.16700275e-04 -1.96471160e-04  3.13982706e-03 -6.26351107e-03  1.12774135e-04 -2.75562614e-05  2.11379983e-03  3.37988017e-04  3.46140448e-04 -3.06425784e-07  1.14647566e+00  7.44299828e-04  7.44299828e-04  1.11402856e-03  1.11209215e+00 -2.46054094e-04 -2.46054094e-04  1.11251622e-03  1.11111683e+00 -7.78964872e-05 -7.78964872e-05  1.11126823e-03
 3.20000000e+00  1.00000000e-01  1.06485503e+00 -8.50854060e-02 -8.50854060e-02  1.11935323e-01  1.02324283e+00 -4.89922894e-02 -4.89922894e-02  1.03679635e-01 -1.59010793e-02  3.34852595e-02 -3.32994160e-04  2.12849406e-05  1.33337864e+00 -2.44595505e-04 -2.44595505e-04  1.33347782e-03  1.34432903e+00  1.29080199e-04  1.29080199e-04  1.33392651e-03  5.55248243e-02 -7.26435204e-02  6.72159030e-04 -1.65959179e-04  2.65063469e-03 -5.49274643e-03  9.78790987e-05 -2.21836727e-05  1.73446946e-03  3.07027907e-04  3.13148051e-04 -2.32934131e-07  1.14289022e+00  6.93314536e-04  6.93314536e-04  1.11338735e-03  1.11188853e+00 -2.41700891e-04 -2.41700891e-04  1.11217575e-03  1.11111529e+00 -6.64597443e-05 -6.64597443e-05  1.11122274e-03
 3.30000000e+00  1.00000000e-01  1.06124002e+00 -8.22646268e-02 -8.22646268e-02  1.10810315e-01  1.02151547e+00 -4.70568723e-02 -4.70568723e-02  1.03303607e-01 -1.43540048e-02  3.13697359e-02 -3.12192545e-04  1.87696500e-05  1.33337098e+00 -2.23020759e-04 -2.23020759e-04  1.33344376e-03  1.34300963e+00  1.17146657e-04  1.17146657e-04  1.33380299e-03  5.12070299e-02 -6.85980826e-02  6.33252468e-04 -1.41838368e-04  2.25151807e-03 -4.83906891e-03  8.54987713e-05 -1.80709913e-05  1.43296095e-03  2.79769921e-04  2.84431450e-04 -1.79836397e-07  1.13973530e+00  6.46755301e-04  6.46755301e-04  1.11291690e-03  1.11173292e+00 -2.35242328e-04 -2.35242328e-04  1.11193070e-03  1.11111419e+00 -5.69805737e-05 -5.69805737e-05  1.11119181e-03
 3.40000000e+00  1.00000000e-01  1.05793822e+00 -7.96712581e-02 -7.96712581e-02  1.09852760e-01  1.01998404e+00 -4.52863829e-02 -4.52863829e-02  1.02985502e-01 -1.30075758e-02  2.94586803e-02 -2.93358442e-04  1.66643398e-05  1.33336479e+00 -2.03911704e-04 -2.03911704e-04  1.33341899e-03  1.34188555e+00  1.06678183e-04  1.06678183e-04  1.33371070e-03  4.73233408e-02 -6.48977325e-02  5.98693168e-04 -1.22460994e-04  1.92335915e-03 -4.28123510e-03  7.51068797e-05 -1.48761124e-05  1.19134354e-03  2.55668031e-04  2.59264944e-04 -1.40782549e-07  1.13695070e+00  6.04039391e-04  6.04039391e-04  1.11256513e-03  1.11161273e+00 -2.27435043e-04 -2.27435043e-04  1.11175118e-03  1.11111341e+00 -4.90787654e-05 -4.90787654e-05  1.11117042e-03
 3.50000000e+00  1.00000000e-01  1.05490840e+00 -7.72705469e-02 -7.72705469e-02  1.09028883e-01  1.01861855e+00 -4.36584647e-02 -4.36584647e-02  1.02713642e-01 -1.18291096e-02  2.77245929e-02 -2.76235865e-04  1.48838040e-05  1.33335975e+00 -1.86925567e-04 -1.86925567e-04  1.33340066e-03  1.34092234e+00  9.74486499e-05  9.74486499e-05  1.33364048e-03  4.38182087e-02 -6.14986173e-02  5.67588939e-04 -1.06665127e-04  1.65163759e-03 -3.80251616e-03  6.63092933e-05 -1.23595838e-05  9.96268548e-04  2.34272696e-04  2.37080151e-04 -1.11549489e-07  1.13448628e+00  5.64731274e-04  5.64731274e-04  1.11229695e-03  1.11151898e+00 -2.18815767e-04 -2.18815767e-04  1.11161719e-03  1.11111284e+00 -4.24563001e-05 -4.24563001e-05  1.11115530e-03
 3.60000000e+00  1.00000000e-01  1.05211756e+00 -7.50358187e-02 -7.50358187e-02  1.08313439e-01  1.01739481e+00 -4.21549824e-02 -4.21549824e-02  1.02479228e-01 -1.07923787e-02  2.61448892e-02 -2.60612545e-04  1.33638217e-05  1.33335563e+00 -1.71775327e-04 -1.71775327e-04  1.33338687e-03  1.34009261e+00  8.92743612e-05  8.92743612e-05  1.33358622e-03  4.06455418e-02 -5.83652850e-02  5.39316552e-04 -9.36320569e-05  1.42519338e-03 -3.38958826e-03  5.88069717e-05 -1.03547697e-05  8.37682475e-04  2.15210667e-04  2.17424942e-04 -8.93641943e-08  1.13229989e+00  5.28492419e-04  5.28492419e-04  1.11208951e-03  1.11144519e+00 -2.09765474e-04 -2.09765474e-04  1.11151582e-03  1.11111242e+00 -3.68778577e-05 -3.68778577e-05  1.11114448e-03
 3.70000000e+00  1.00000000e-01  1.04953856e+00 -7.29459971e-02 -7.29459971e-02  1.07687044e-01  1.01629308e+00 -4.07609871e-02 -4.07609871e-02  1.02275484e-01 -9.87609717e-03  2.47007665e-02 -2.46310738e-04  1.20559192e-05  1.33335224e+00 -1.58219367e-04 -1.58219367e-04  1.33337635e-03  1.33937443e+00  8.20047949e-05  8.20047949e-05  1.33354368e-03  3.77664148e-02 -5.54683425e-02  5.13415737e-04 -8.27577796e-05  1.23535817e-03 -3.03173421e-03  5.23674761e-05 -8.74019180e-06  7.07934370e-04  1.98169815e-04  1.99932741e-04 -7.22947707e-08  1.13035572e+00  4.95038056e-04  4.95038056e-04  1.11192664e-03  1.11138661e+00 -2.00553924e-04 -2.00553924e-04  1.11143800e-03  1.11111211e+00 -3.21563342e-05 -3.21563342e-05  1.11113660e-03
 3.80000000e+00  1.00000000e-01  1.04714874e+00 -7.09841434e-02 -7.09841434e-02  1.07134642e-01  1.01529706e+00 -3.94640093e-02 -3.94640093e-02  1.02097132e-01 -9.06282597e-03  2.33764069e-02 -2.33179890e-04  1.09224841e-05  1.33334944e+00 -1.46053291e-04 -1.46053291e-04  1.33336823e-03  1.33875002e+00  7.55153314e-05  7.55153314e-05  1.33350992e-03  3.51476086e-02 -5.27830466e-02  4.89541975e-04 -7.35954571e-05  1.07533549e-03 -2.72025954e-03  4.68082483e-05 -7.42736424e-06  6.01146958e-04  1.82887456e-04  1.84303083e-04 -5.90028388e-08  1.12862315e+00  4.64123248e-04  4.64123248e-04  1.11179709e-03  1.11133976e+00 -1.91370689e-04 -1.91370689e-04  1.11137752e-03  1.11111188e+00 -2.81419985e-05 -2.81419985e-05  1.11113078e-03
 3.90000000e+00  1.00000000e-01  1.04492887e+00 -6.91364043e-02 -6.91364043e-02  1.06644382e-01  1.01439318e+00 -3.82535351e-02 -3.82535351e-02  1.01940007e-01 -8.33815710e-03  2.21583809e-02 -2.21091392e-04  9.93385827e-06  1.33334711e+00 -1.35103383e-04 -1.35103383e-04  1.33336189e-03  1.33820489e+00  6.97019728e-05  6.97019728e-05  1.33348282e-03  3.27605197e-02 -5.02882780e-02  4.67430780e-04 -6.58099835e-05  9.39750835e-04 -2.44805663e-03  4.19841453e-05 -6.35109228e-06  5.12766679e-04  1.69141263e-04  1.70287037e-04 -4.85486686e-08  1.12707594e+00  4.35532068e-04  4.35532068e-04  1.11169298e-03  1.11130201e+00 -1.82347250e-04 -1.82347250e-04  1.11133006e-03  1.11111171e+00 -2.47142946e-05 -2.47142946e-05  1.11112644e-03
 4.00000000e+00  1.00000000e-01  1.04286242e+00 -6.73912298e-02 -6.73912298e-02  1.06206753e-01  1.01357004e+00 -3.71206092e-02 -3.71206092e-02  1.01800773e-01 -7.69009537e-03  2.10351918e-02 -2.09934696e-04  9.06663313e-06  1.33334517e+00 -1.25221362e-04 -1.25221362e-04  1.33335688e-03  1.33772714e+00  6.44773931e-05  6.44773931e-05  1.33346084e-03  3.05803236e-02 -4.79657744e-02  4.46870682e-04 -5.91416161e-05  8.24320985e-04 -2.20927492e-03  3.77780777e-05 -5.46163962e-06  4.39237644e-04  1.56742097e-04  1.57676200e-04 -4.02424048e-08  1.12569145e+00  4.09069391e-04  4.09069391e-04  1.11160839e-03  1.11127138e+00 -1.73572890e-04 -1.73572890e-04  1.11129240e-03  1.11111158e+00 -2.17755957e-05 -2.17755957e-05  1.11112316e-03
 4.10000000e+00  1.00000000e-01  1.04093504e+00 -6.57388850e-02 -6.57388850e-02  1.05814078e-01  1.01281802e+00 -3.60575451e-02 -3.60575451e-02  1.01676740e-01 -7.10858764e-03  1.99969319e-02 -1.99614092e-04  8.30192813e-06  1.33334353e+00 -1.16280132e-04 -1.16280132e-04  1.33335289e-03  1.33730692e+00  5.97677489e-05  5.97677489e-05  1.33344285e-03  2.85853716e-02 -4.57996213e-02  4.27691186e-04 -5.33896567e-05  7.25607902e-04 -1.99906856e-03  3.40950001e-05 -4.72133006e-06  3.77762769e-04  1.45528289e-04  1.46294946e-04 -3.35841221e-08  1.12445014e+00  3.84558818e-04  3.84558818e-04  1.11153902e-03  1.11124637e+00 -1.65106156e-04 -1.65106156e-04  1.11126227e-03  1.11111148e+00 -1.92464113e-05 -1.92464113e-05  1.11112066e-03
 4.20000000e+00  1.00000000e-01  1.03913419e+00 -6.41710565e-02 -6.41710565e-02  1.05460083e-01  1.01212891e+00 -3.50576949e-02 -3.50576949e-02  1.01565712e-01 -6.58515605e-03  1.90350101e-02 -1.90046275e-04  7.62441518e-06  1.33334216e+00 -1.08170332e-04 -1.08170332e-04  1.33334969e-03  1.33693606e+00  5.55102581e-05  5.55102581e-05  1.33342799e-03  2.67566929e-02 -4.37758390e-02  4.09751385e-04 -4.83962752e-05  6.40833625e-04 -1.81340076e-03  3.08570227e-05 -4.10111307e-06  3.26126860e-04  1.35361046e-04  1.35994199e-04 -2.82033147e-08  1.12333506e+00  3.61839677e-04  3.61839677e-04  1.11148165e-03  1.11122583e+00 -1.56983241e-04 -1.56983241e-04  1.11123794e-03  1.11111140e+00 -1.70616827e-05 -1.70616827e-05  1.11111874e-03
 4.30000000e+00  1.00000000e-01  1.03744881e+00 -6.26805674e-02 -6.26805674e-02  1.05139588e-01  1.01149569e+00 -3.41152710e-02 -3.41152710e-02  1.01465881e-01 -6.11261083e-03  1.81419357e-02 -1.81158382e-04  7.02154648e-06  1.33334099e+00 -1.00797512e-04 -1.00797512e-04  1.33334709e-03  1.33660770e+00  5.16512679e-05  5.16512679e-05  1.33341562e-03  2.50775987e-02 -4.18820683e-02  3.92932673e-04 -4.40358295e-05  5.67739671e-04 -1.64889094e-03  2.79998220e-05 -3.57832294e-06  2.82564388e-04  1.26120727e-04  1.26646657e-04 -2.38215362e-08  1.12233151e+00  3.40765216e-04  3.40765216e-04  1.11143381e-03  1.11120886e+00 -1.49224126e-04 -1.49224126e-04  1.11121815e-03  1.11111134e+00 -1.51679003e-05 -1.51679003e-05  1.11111725e-03
 4.40000000e+00  1.00000000e-01  1.03586910e+00 -6.12611694e-02 -6.12611694e-02  1.04848293e-01  1.01091232e+00 -3.32252063e-02 -3.32252063e-02  1.01375752e-01 -5.68482305e-03  1.73111463e-02 -1.72886382e-04  6.48292440e-06  1.33334001e+00 -9.40798148e-05 -9.40798148e-05  1.33334497e-03  1.33631609e+00  4.81447011e-05  4.81447011e-05  1.33340526e-03  2.35333616e-02 -4.01073290e-02  3.77134142e-04 -4.02080087e-05  5.04479306e-04 -1.50269412e-03  2.54699727e-05 -3.13526934e-06  2.45659799e-04  1.17703807e-04  1.18143053e-04 -2.02297954e-08  1.12142669e+00  3.21201459e-04  3.21201459e-04  1.11139366e-03  1.11119477e+00 -1.41837097e-04 -1.41837097e-04  1.11120195e-03  1.11111129e+00 -1.35208476e-05 -1.35208476e-05  1.11111608e-03
 4.50000000e+00  1.00000000e-01  1.03438633e+00 -5.99073680e-02 -5.99073680e-02  1.04582581e-01  1.01037356e+00 -3.23830387e-02 -3.23830387e-02  1.01294073e-01 -5.29654273e-03  1.65368665e-02 -1.65173797e-04  5.99993160e-06  1.33333916e+00 -8.79460566e-05 -8.79460566e-05  1.33334323e-03  1.33605637e+00  4.49508250e-05  4.49508250e-05  1.33339651e-03  2.21109431e-02 -3.84418154e-02  3.62268125e-04 -3.68309319e-05  4.49534302e-04 -1.37240507e-03  2.32227438e-05 -2.75778989e-06  2.14271747e-04  1.10020382e-04  1.10389096e-04 -1.72659155e-08  1.12060944e+00  3.03025711e-04  3.03025711e-04  1.11135972e-03  1.11118301e+00 -1.34822090e-04 -1.34822090e-04  1.11118860e-03  1.11111126e+00 -1.20838237e-05 -1.20838237e-05  1.11111516e-03
 2.02500000e+00  1.00000000e+00  1.18227731e+01 -1.11761823e+01 -1.11761823e+01  1.18227731e+01  1.61590235e+00 -8.89093466e-01 -8.89093466e-01  1.61590235e+00 -4.68008188e-01  6.23729050e-01 -6.23729050e-01  4.68008188e-01  1.38932686e+00 -1.83837781e-01 -1.83837781e-01  1.38932686e+00  1.95241762e+00  2.16637855e-01  2.16637855e-01  1.95241762e+00  1.05276763e+01 -1.07091031e+01  1.07091031e+01 -1.05276763e+01  2.19823568e-01 -2.44883080e-01  2.44883080e-01 -2.19823568e-01  3.39964008e-02  4.60824311e-01  4.60824311e-01  3.39964008e-02  8.02841739e+00  7.07221352e+00  7.07221352e+00  8.02841739e+00  1.48123574e+00 -9.31316524e-02 -9.31316524e-02  1.48123574e+00  1.13254349e+00 -7.13603440e-02 -7.13603440e-02  1.13254349e+00
 2.05000000e+00  1.00000000e+00  6.67870345e+00 -6.03066925e+00 -6.03066925e+00  6.67870345e+00  1.50311826e+00 -7.74183178e-01 -7.74183178e-01  1.50311826e+00 -3.62124490e-01  5.15371221e-01 -5.15371221e-01  3.62124490e-01  1.38163718e+00 -1.72796255e-01 -1.72796255e-01  1.38163718e+00  1.79073950e+00  1.75024627e-01  1.75024627e-01  1.79073950e+00  5.39307910e+00 -5.57335906e+00  5.57335906e+00 -5.39307910e+00  1.67067126e-01 -1.91453756e-01  1.91453756e-01 -1.67067126e-01  1.76047255e-02  3.74066886e-01  3.74066886e-01  1.76047255e-02  4.60831431e+00  3.65327568e+00  3.65327568e+00  4.60831431e+00  1.39448511e+00 -1.06253456e-01 -1.06253456e-01  1.39448511e+00  1.12918464e+00 -6.57057682e-02 -6.57057682e-02  1.12918464e+00
 2.10000000e+00  1.00000000e+00  4.03197351e+00 -3.38107320e+00 -3.38107320e+00  4.03197351e+00  1.39300576e+00 -6.59874410e-01 -6.59874410e-01  1.39300576e+00 -2.63002023e-01  4.11429630e-01 -4.11429630e-01  2.63002023e-01  1.37107616e+00 -1.55772482e-01 -1.55772482e-01  1.37107616e+00  1.64403380e+00  1.35654690e-01  1.35654690e-01  1.64403380e+00  2.76150851e+00 -2.93948842e+00  2.93948842e+00 -2.76150851e+00  1.17881501e-01 -1.40958552e-01  1.40958552e-01 -1.17881501e-01  5.02584085e-03  2.90690825e-01  2.90690825e-01  5.02584085e-03  2.85858553e+00  1.90412774e+00  1.90412774e+00  2.85858553e+00  1.31236321e+00 -1.13621240e-01 -1.13621240e-01  1.31236321e+00  1.12461790e+00 -5.67276218e-02 -5.67276218e-02  1.12461790e+00
 2.20000000e+00  1.00000000e+00  2.64103040e+00 -1.98447588e+00 -1.98447588e+00  2.64103040e+00  1.28803744e+00 -5.46750592e-01 -5.46750592e-01  1.28803744e+00 -1.74580185e-01  3.13823045e-01 -3.13823045e-01  1.74580185e-01  1.35835252e+00 -1.31066766e-01 -1.31066766e-01  1.35835252e+00  1.51974199e+00  9.90153699e-02  9.90153699e-02  1.51974199e+00  1.39389374e+00 -1.56724392e+00  1.56724392e+00 -1.39389374e+00  7.43952294e-02 -9.50332233e-02  9.50332233e-02 -7.43952294e-02 -2.53864799e-03  2.12272214e-01  2.12272214e-01 -2.53864799e-03  1.95409450e+00  9.97601853e-01  9.97601853e-01  1.95409450e+00  1.23827160e+00 -1.12946590e-01 -1.12946590e-01  1.23827160e+00  1.11942159e+00 -4.38648949e-02 -4.38648949e-02  1.11942159e+00
 2.30000000e+00  1.00000000e+00  2.14661453e+00 -1.48450782e+00 -1.48450782e+00  2.14661453e+00  1.23065693e+00 -4.81539832e-01 -4.81539832e-01  1.23065693e+00 -1.29825668e-01  2.60484402e-01 -2.60484402e-01  1.29825668e-01  1.35083564e+00 -1.12783533e-01 -1.12783533e-01  1.35083564e+00  1.46079221e+00  7.90071132e-02  7.90071132e-02  1.46079221e+00  9.17880580e-01 -1.08657147e+00  1.08657147e+00 -9.17880580e-01  5.27095945e-02 -7.11482702e-02  7.11482702e-02 -5.27095945e-02 -4.38826256e-03  1.69536914e-01  1.69536914e-01 -4.38826256e-03  1.64275694e+00  6.82140856e-01  6.82140856e-01  1.64275694e+00  1.20063481e+00 -1.07825967e-01 -1.07825967e-01  1.20063481e+00  1.11657446e+00 -3.47806097e-02 -3.47806097e-02  1.11657446e+00
 2.40000000e+00  1.00000000e+00  1.88607218e+00 -1.21851231e+00 -1.21851231e+00  1.88607218e+00  1.19255402e+00 -4.35937152e-01 -4.35937152e-01  1.19255402e+00 -1.01937959e-01  2.24606632e-01 -2.24606632e-01  1.01937959e-01  1.34597922e+00 -9.83085499e-02 -9.83085499e-02  1.34597922e+00  1.42616348e+00  6.55496407e-02  6.55496407e-02  1.42616348e+00  6.72769560e-01 -8.36781541e-01  8.36781541e-01 -6.72769560e-01  3.94283286e-02 -5.58971061e-02  5.58971061e-02 -3.94283286e-02 -4.63704546e-03  1.41019477e-01  1.41019477e-01 -4.63704546e-03  1.48468320e+00  5.18838644e-01  5.18838644e-01  1.48468320e+00  1.17734094e+00 -1.01739762e-01 -1.01739762e-01  1.17734094e+00  1.11484716e+00 -2.79945272e-02 -2.79945272e-02  1.11484716e+00
 2.50000000e+00  1.00000000e+00  1.72266492e+00 -1.04974951e+00 -1.04974951e+00  1.72266492e+00  1.16486474e+00 -4.01078941e-01 -4.01078941e-01  1.16486474e+00 -8.27660438e-02  1.98020641e-01 -1.98020641e-01  8.27660438e-02  1.34268751e+00 -8.64623805e-02 -8.64623805e-02  1.34268751e+00  1.40365025e+00  5.56205916e-02  5.56205916e-02  1.40365025e+00  5.22723233e-01 -6.82049709e-01  6.82049709e-01 -5.22723233e-01  3.04763286e-02 -4.51905225e-02  4.51905225e-02 -3.04763286e-02 -4.33705849e-03  1.20137623e-01  1.20137623e-01 -4.33705849e-03  1.38953869e+00  4.17824160e-01  4.17824160e-01  1.38953869e+00  1.16156629e+00 -9.55135477e-02 -9.55135477e-02  1.16156629e+00  1.11373712e+00 -2.27824529e-02 -2.27824529e-02  1.11373712e+00
