Mobility scalars, generated 25/01/2019 15:36:04. Time to generate 0h50m57s
             s'          lambda            x11a            x12a            x21a            x22a            y11a            y12a            y21a            y22a            y11b            y12b            y21b            y22b            x11c            x12c            x21c            x22c            y11c            y12c            y21c            y22c            x11g            x12g            x21g            x22g            y11g            y12g            y21g            y22g            y11h            y12h            y21h            y22h            x11m            x12m            x21m            x22m            y11m            y12m            y21m            y22m            z11m            z12m            z21m            z22m 
 2.20000000e+00  1.00000000e-01  9.99811284e-01  9.60479596e-01  9.60471312e-01  6.29919788e+00  9.99696288e-01  7.65547805e-01  7.65546068e-01  8.91486175e+00  5.44814435e-04 -5.17975837e-01  5.02709254e-01 -7.52140812e-01  7.49995022e-01  4.23639088e-01  4.23639086e-01  7.42721223e+02  7.49019813e-01 -1.94049467e-01 -1.94060594e-01  7.28501518e+02  2.88236349e-04 -1.00485339e+00  5.86174071e-04 -1.84873775e-02  7.16253208e-05 -2.37935249e-01  4.18812838e-04 -4.27073276e-03  1.23573303e-04  7.03893848e-01  7.55709331e-04 -1.32385687e-02  1.11141000e+00  5.90647756e-04  5.90639530e-04  1.22138945e-03  1.11116434e+00  1.75922060e-04  1.75921430e-04  1.18520074e-03  1.11129099e+00 -4.40046709e-04 -4.40046709e-04  1.12839965e-03
 2.30000000e+00  1.00000000e-01  9.99787479e-01  9.40357774e-01  9.40345610e-01  7.26320870e+00  9.99795293e-01  7.19106353e-01  7.19104279e-01  9.29975911e+00  3.83791048e-04 -4.71479233e-01  4.64749776e-01 -4.07962774e-01  7.49996523e-01  3.70588075e-01  3.70588075e-01  7.46713483e+02  7.49277787e-01 -1.77658473e-01 -1.77658904e-01  7.39935907e+02  3.67077588e-04 -9.73738054e-01  6.08991047e-04 -1.16458045e-02  9.61073503e-06 -1.98585751e-01  3.38456774e-04 -2.40972716e-03  1.38702356e-05  6.17562002e-01  6.38517248e-04 -6.57695022e-03  1.11153573e+00  6.98974855e-04  6.98969235e-04  1.16663173e-03  1.11112671e+00  1.43131388e-05  1.43119566e-05  1.14707779e-03  1.11122487e+00 -3.49036728e-04 -3.49036728e-04  1.11892317e-03
 2.40000000e+00  1.00000000e-01  9.99772636e-01  9.19691745e-01  9.19689037e-01  7.89313755e+00  9.99856841e-01  6.78726725e-01  6.78726434e-01  9.52247112e+00  2.79951208e-04 -4.31936875e-01  4.28584669e-01 -2.45876636e-01  7.49997530e-01  3.26123497e-01  3.26123497e-01  7.48308738e+02  7.49450107e-01 -1.59313994e-01 -1.59315546e-01  7.44589216e+02  4.14414471e-04 -9.37788262e-01  6.23667769e-04 -7.91744606e-03 -1.89689518e-05 -1.67332495e-01  2.81182802e-04 -1.47511941e-03 -4.07107750e-05  5.43855409e-01  5.53485097e-04 -3.69634898e-03  1.11161574e+00  7.56386961e-04  7.56386961e-04  1.14259514e-03  1.11112787e+00 -8.91786125e-05 -8.91779881e-05  1.13073916e-03  1.11118498e+00 -2.81078390e-04 -2.81078390e-04  1.11507435e-03
 2.50000000e+00  1.00000000e-01  9.99765828e-01  8.98765308e-01  8.98764596e-01  8.33224542e+00  9.99897628e-01  6.42999520e-01  6.42999467e-01  9.66179051e+00  2.08423838e-04 -3.97545361e-01  3.95736237e-01 -1.58609446e-01  7.49998220e-01  2.88518262e-01  2.88518262e-01  7.49049417e+02  7.49573397e-01 -1.42247162e-01 -1.42247432e-01  7.46811985e+02  4.36300336e-04 -8.99639312e-01  6.29561551e-04 -5.65870662e-03 -3.11315504e-05 -1.42081072e-01  2.37044870e-04 -9.53154479e-04 -6.65937782e-05  4.81200895e-01  4.86028994e-04 -2.25550212e-03  1.11165392e+00  7.80656750e-04  7.80656750e-04  1.13042722e-03  1.11113979e+00 -1.56895907e-04 -1.56895683e-04  1.12269366e-03  1.11116007e+00 -2.28793508e-04 -2.28793508e-04  1.11329058e-03
 2.60000000e+00  1.00000000e-01  9.99765378e-01  8.77831006e-01  8.77830784e-01  8.65188274e+00  9.99925560e-01  6.11061376e-01  6.11061364e-01  9.75350888e+00  1.57516021e-04 -3.67273497e-01  3.66236560e-01 -1.07163185e-01  7.49998700e-01  2.56485925e-01  2.56485925e-01  7.49430318e+02  7.49664590e-01 -1.27087363e-01 -1.27087422e-01  7.47993599e+02  4.39273617e-04 -8.60828722e-01  6.28217948e-04 -4.19559515e-03 -3.48984022e-05 -1.21447933e-01  2.01818461e-04 -6.41533645e-04 -7.67299828e-05  4.27754627e-01  4.30343786e-04 -1.46329766e-03  1.11166023e+00  7.82753344e-04  7.82753344e-04  1.12369675e-03  1.11115215e+00 -2.00597351e-04 -2.00597351e-04  1.11837262e-03  1.11114414e+00 -1.87892053e-04 -1.87892053e-04  1.11238878e-03
 2.70000000e+00  1.00000000e-01  9.99769631e-01  8.57083772e-01  8.57083695e-01  8.89228892e+00  9.99945117e-01  5.82296771e-01  5.82296771e-01  9.81623851e+00  1.20510954e-04 -3.40414996e-01  3.39793050e-01 -7.49991845e-02  7.49999040e-01  2.29027495e-01  2.29027495e-01  7.49641554e+02  7.49733438e-01 -1.13815514e-01 -1.13815529e-01  7.48673095e+02  4.29091717e-04 -8.22311917e-01  6.21304946e-04 -3.19713701e-03 -3.44334746e-05 -1.04438228e-01  1.73139941e-04 -4.45440284e-04 -7.82141073e-05  3.81925686e-01  3.83385030e-04 -9.93379672e-04  1.11164472e+00  7.70089348e-04  7.70089348e-04  1.11967701e-03  1.11116155e+00 -2.27656213e-04 -2.27656213e-04  1.11587017e-03  1.11113375e+00 -1.55509647e-04 -1.55509647e-04  1.11189631e-03
 2.80000000e+00  1.00000000e-01  9.99777152e-01  8.36670213e-01  8.36670184e-01  9.07758289e+00  9.99959041e-01  5.56235011e-01  5.56235011e-01  9.86040634e+00  9.31889044e-05 -3.16442104e-01  3.16054894e-01 -5.39104454e-02  7.49999283e-01  2.05353647e-01  2.05353647e-01  7.49765583e+02  7.49786180e-01 -1.02237114e-01 -1.02237114e-01  7.49087554e+02  4.10391031e-04 -7.84696570e-01  6.10325078e-04 -2.49057756e-03 -3.19673153e-05 -9.03081796e-02  1.49490451e-04 -3.17402661e-04 -7.50941283e-05  3.42415660e-01  3.43273821e-04 -6.99507489e-04  1.11161568e+00  7.47878973e-04  7.47878973e-04  1.11715606e-03  1.11116738e+00 -2.43051515e-04 -2.43051515e-04  1.11434918e-03  1.11112686e+00 -1.29620234e-04 -1.29620234e-04  1.11161355e-03
 2.90000000e+00  1.00000000e-01  9.99786802e-01  8.16694559e-01  8.16694559e-01  9.22327140e+00  9.99969095e-01  5.32501300e-01  5.32501300e-01  9.89225874e+00  7.27543339e-05 -2.94939168e-01  2.94690584e-01 -3.95996523e-02  7.49999459e-01  1.84833722e-01  1.84833722e-01  7.49841803e+02  7.49827062e-01 -9.21304457e-02 -9.21304457e-02  7.49352502e+02  3.86637881e-04 -7.48358986e-01  5.96473333e-04 -1.97519703e-03 -2.86964233e-05 -7.84898011e-02  1.29798413e-04 -2.31105463e-04 -6.97043401e-05  3.08174912e-01  3.08697536e-04 -5.07289769e-04  1.11157922e+00  7.19746103e-04  7.19746103e-04  1.11550322e-03  1.11117007e+00 -2.50248977e-04 -2.50248977e-04  1.11338287e-03  1.11112221e+00 -1.08744026e-04 -1.08744026e-04  1.11144350e-03
 3.00000000e+00  1.00000000e-01  9.99797718e-01  7.97228535e-01  7.97228535e-01  9.33972336e+00  9.99976447e-01  5.10790330e-01  5.10790330e-01  9.91569885e+00  5.72990146e-05 -2.75569499e-01  2.75405783e-01 -2.96281066e-02  7.49999587e-01  1.66959328e-01  1.66959328e-01  7.49890417e+02  7.49859071e-01 -8.32878461e-02 -8.32878461e-02  7.49528461e+02  3.60315551e-04 -7.13521301e-01  5.80677509e-04 -1.58971835e-03 -2.52512331e-05 -6.85429501e-02  1.13272222e-04 -1.71336122e-04 -6.33861979e-05  2.78353934e-01  2.78681429e-04 -3.76775500e-04  1.11153957e+00  6.88214823e-04  6.88214823e-04  1.11437752e-03  1.11117032e+00 -2.51702885e-04 -2.51702885e-04  1.11274486e-03  1.11111903e+00 -9.17797898e-05 -9.17797898e-05  1.11133696e-03
 3.10000000e+00  1.00000000e-01  9.99809262e-01  7.78319041e-01  7.78319041e-01  9.43407837e+00  9.99981883e-01  4.90849474e-01  4.90849474e-01  9.93324265e+00  4.54920648e-05 -2.58055295e-01  2.57945053e-01 -2.25133498e-02  7.49999683e-01  1.51317419e-01  1.51317419e-01  7.49922389e+02  7.49884357e-01 -7.55271428e-02 -7.55271428e-02  7.49649026e+02  3.33138598e-04 -6.80301156e-01  5.63646328e-04 -1.29570285e-03 -2.19494369e-05 -6.01227064e-02  9.93094098e-05 -1.29051429e-04 -5.68968823e-05  2.52261823e-01  2.52472282e-04 -2.85564703e-04  1.11149952e+00  6.55034282e-04  6.55034282e-04  1.11358954e-03  1.11116884e+00 -2.49168669e-04 -2.49168669e-04  1.11231175e-03  1.11111683e+00 -7.78964872e-05 -7.78964872e-05  1.11126823e-03
 3.20000000e+00  1.00000000e-01  9.99820980e-01  7.59993999e-01  7.59993999e-01  9.51142468e+00  9.99985944e-01  4.72467223e-01  4.72467223e-01  9.94656809e+00  3.63894280e-05 -2.42164255e-01  2.42088558e-01 -1.73357938e-02  7.49999754e-01  1.37570019e-01  1.37570019e-01  7.49943971e+02  7.49904495e-01 -6.86928787e-02 -6.86928787e-02  7.49733844e+02  3.06244771e-04 -6.48744839e-01  5.45910720e-04 -1.06767140e-03 -1.89362786e-05 -5.29562893e-02  8.74416601e-05 -9.85775185e-05 -5.06474939e-05  2.29333158e-01  2.29471477e-04 -2.20229624e-04  1.11146081e+00  6.21400532e-04  6.21400532e-04  1.11302460e-03  1.11116623e+00 -2.43908154e-04 -2.43908154e-04  1.11201044e-03  1.11111529e+00 -6.64597443e-05 -6.64597443e-05  1.11122274e-03
 3.30000000e+00  1.00000000e-01  9.99832557e-01  7.42267106e-01  7.42267106e-01  9.57548331e+00  9.99989006e-01  4.55464856e-01  4.55464856e-01  9.95682465e+00  2.93122216e-05 -2.27700253e-01  2.27647385e-01 -1.35095342e-02  7.49999808e-01  1.25438756e-01  1.25438756e-01  7.49958872e+02  7.49920651e-01 -6.26536999e-02 -6.26536999e-02  7.49794887e+02  2.80355376e-04 -6.18850501e-01  5.27864480e-04 -8.88128451e-04 -1.62634016e-05 -4.68262081e-02  7.72997319e-05 -7.62253220e-05 -4.48448204e-05  2.09102350e-01  2.09195010e-04 -1.72368796e-04  1.11142443e+00  5.88119114e-04  5.88119114e-04  1.11261008e-03  1.11116293e+00 -2.36831220e-04 -2.36831220e-04  1.11179566e-03  1.11111419e+00 -5.69805737e-05 -5.69805737e-05  1.11119181e-03
 3.40000000e+00  1.00000000e-01  9.99843782e-01  7.25141652e-01  7.25141652e-01  9.62900655e+00  9.99991337e-01  4.39690205e-01  4.39690205e-01  9.96480976e+00  2.37664498e-05 -2.14496464e-01  2.14458967e-01 -1.06380258e-02  7.49999849e-01  1.14692942e-01  1.14692942e-01  7.49969360e+02  7.49933704e-01 -5.72988963e-02 -5.72988963e-02  7.49839680e+02  2.55899094e-04 -5.90584566e-01  5.09798074e-04 -7.45040365e-04 -1.39332683e-05 -4.15577524e-02  6.85893784e-05 -5.96039552e-05 -3.95763236e-05  1.91183746e-01  1.91246928e-04 -1.36685533e-04  1.11139089e+00  5.55721539e-04  5.55721539e-04  1.11230083e-03  1.11115928e+00 -2.28595033e-04 -2.28595033e-04  1.11163990e-03  1.11111341e+00 -4.90787654e-05 -4.90787654e-05  1.11117042e-03
 3.50000000e+00  1.00000000e-01  9.99854520e-01  7.08613199e-01  7.08613199e-01  9.67408727e+00  9.99993124e-01  4.25012822e-01  4.25012822e-01  9.97109296e+00  1.93887462e-05 -2.02410041e-01  2.02383080e-01 -8.45761906e-03  7.49999880e-01  1.05140306e-01  1.05140306e-01  7.49976873e+02  7.49944317e-01 -5.25352034e-02 -5.25352034e-02  7.49873121e+02  2.33102072e-04 -5.63892829e-01  4.91922049e-04 -6.29686736e-04 -1.19240367e-05 -3.70096388e-02  6.10738348e-05 -4.70697992e-05 -3.48611047e-05  1.75256035e-01  1.75299783e-04 -1.09627429e-04  1.11136038e+00  5.24544603e-04  5.24544603e-04  1.11206604e-03  1.11115551e+00 -2.19673404e-04 -2.19673404e-04  1.11152478e-03  1.11111284e+00 -4.24563001e-05 -4.24563001e-05  1.11115530e-03
 3.60000000e+00  1.00000000e-01  9.99864691e-01  6.92671812e-01  6.92671812e-01  9.71232389e+00  9.99994507e-01  4.11320218e-01  4.11320218e-01  9.97608292e+00  1.59092431e-05 -1.91318012e-01  1.91298380e-01 -6.78140712e-03  7.49999904e-01  9.66197296e-02  9.66197296e-02  7.49982336e+02  7.49952998e-01 -4.82838590e-02 -4.82838590e-02  7.49898464e+02  2.12054396e-04 -5.38708530e-01  4.74387291e-04 -5.35815490e-04 -1.02034134e-05 -3.30668795e-02  5.45611587e-05 -3.75148432e-05 -3.06806769e-05  1.61050079e-01  1.61080813e-04 -8.88320856e-05  1.11133289e+00  4.94789251e-04  4.94789251e-04  1.11188550e-03  1.11115178e+00 -2.10406948e-04 -2.10406948e-04  1.11143856e-03  1.11111242e+00 -3.68778577e-05 -3.68778577e-05  1.11114448e-03
 3.70000000e+00  1.00000000e-01  9.99874254e-01  6.77303620e-01  6.77303620e-01  9.74496609e+00  9.99995583e-01  3.98514852e-01  3.98514852e-01  9.98008061e+00  1.31256911e-05 -1.81113970e-01  1.81099512e-01 -5.48039385e-03  7.49999923e-01  8.89955134e-02  8.89955134e-02  7.49986363e+02  7.49960140e-01 -4.44781823e-02 -4.44781823e-02  7.49917931e+02  1.92756624e-04 -5.14957787e-01  4.57299034e-04 -4.58733418e-04 -8.73614345e-06 -2.96353404e-02  4.88946168e-05 -3.01483854e-05 -2.69973096e-05  1.48339272e-01  1.48361144e-04 -7.26394138e-05  1.11130829e+00  4.66560904e-04  4.66560904e-04  1.11174480e-03  1.11114819e+00 -2.01038803e-04 -2.01038803e-04  1.11137302e-03  1.11111211e+00 -3.21563342e-05 -3.21563342e-05  1.11113660e-03
 3.80000000e+00  1.00000000e-01  9.99883198e-01  6.62492083e-01  6.62492083e-01  9.77299602e+00  9.99996428e-01  3.86511726e-01  3.86511726e-01  9.98330895e+00  1.08852503e-05 -1.71705445e-01  1.71694685e-01 -4.46144250e-03  7.49999938e-01  8.21528191e-02  8.21528191e-02  7.49989369e+02  7.49966046e-01 -4.10615214e-02 -4.10615214e-02  7.49933066e+02  1.75152829e-04 -4.92563492e-01  4.40728387e-04 -3.94930427e-04 -7.48791333e-06 -2.66375255e-02  4.39454420e-05 -2.44121555e-05 -2.37649101e-05  1.36931901e-01  1.36947648e-04 -5.98858089e-05  1.11128638e+00  4.39899128e-04  4.39899128e-04  1.11163388e-03  1.11114480e+00 -1.91740763e-04 -1.91740763e-04  1.11132256e-03  1.11111188e+00 -2.81419985e-05 -2.81419985e-05  1.11113078e-03
 3.90000000e+00  1.00000000e-01  9.99891527e-01  6.48218909e-01  6.48218909e-01  9.79719238e+00  9.99997094e-01  3.75236425e-01  3.75236425e-01  9.98593453e+00  9.07151136e-06 -1.63011739e-01  1.63003653e-01 -3.65589641e-03  7.49999950e-01  7.59940207e-02  7.59940207e-02  7.49991639e+02  7.49970956e-01 -3.79855767e-02 -3.79855767e-02  7.49944961e+02  1.59153309e-04 -4.71447946e-01  4.24720800e-04 -3.41755598e-04 -6.42720932e-06 -2.40092992e-02  3.96072310e-05 -1.99090025e-05 -2.09353065e-05  1.26665027e-01  1.26676493e-04 -4.97440687e-05  1.11126693e+00  4.14798485e-04  4.14798485e-04  1.11154564e-03  1.11114164e+00 -1.82632252e-04 -1.82632252e-04  1.11128333e-03  1.11111171e+00 -2.47142946e-05 -2.47142946e-05  1.11112644e-03
 4.00000000e+00  1.00000000e-01  9.99899260e-01  6.34464748e-01  6.34464748e-01  9.81818321e+00  9.99997624e-01  3.64623520e-01  3.64623520e-01  9.98808458e+00  7.59515515e-06 -1.54962163e-01  1.54956032e-01 -3.01442233e-03  7.49999959e-01  7.04357685e-02  7.04357685e-02  7.49993369e+02  7.49975057e-01 -3.52090257e-02 -3.52090257e-02  7.49954402e+02  1.44650024e-04 -4.51534623e-01  4.09302394e-04 -2.97139528e-04 -5.52604361e-06 -2.16973203e-02  3.57915839e-05 -1.63428190e-05 -1.84617414e-05  1.17399567e-01  1.17408000e-04 -4.16019987e-05  1.11124970e+00  3.91223306e-04  3.91223306e-04  1.11147474e-03  1.11113873e+00 -1.73794207e-04 -1.73794207e-04  1.11125249e-03  1.11111158e+00 -2.17755957e-05 -2.17755957e-05  1.11112316e-03
 4.10000000e+00  1.00000000e-01  9.99906423e-01  6.21209714e-01  6.21209714e-01  9.83647592e+00  9.99998047e-01  3.54615249e-01  3.54615249e-01  9.98985623e+00  6.38717196e-06 -1.47494572e-01  1.47489884e-01 -2.49988138e-03  7.49999966e-01  6.54066118e-02  6.54066118e-02  7.49994702e+02  7.49978498e-01 -3.26963862e-02 -3.26963862e-02  7.49961964e+02  1.31527026e-04 -4.32749362e-01  3.94484991e-04 -2.59480153e-04 -4.76007367e-06 -1.96570141e-02  3.24246967e-05 -1.34971752e-05 -1.63006909e-05  1.09016312e-01  1.09022573e-04 -3.50106006e-05  1.11123446e+00  3.69118423e-04  3.69118423e-04  1.11141731e-03  1.11113607e+00 -1.65279354e-04 -1.65279354e-04  1.11122803e-03  1.11111148e+00 -1.92464113e-05 -1.92464113e-05  1.11112066e-03
 4.20000000e+00  1.00000000e-01  9.99913048e-01  6.08433778e-01  6.08433778e-01  9.85248455e+00  9.99998387e-01  3.45160423e-01  3.45160423e-01  9.99132462e+00  5.39389160e-06 -1.40554152e-01  1.40550539e-01 -2.08436988e-03  7.49999972e-01  6.08450629e-02  6.08450629e-02  7.49995737e+02  7.49981397e-01 -3.04170851e-02 -3.04170851e-02  7.49968071e+02  1.19667242e-04 -4.15021102e-01  3.80269828e-04 -2.27516970e-04 -4.10840985e-06 -1.78509646e-02  2.94446615e-05 -1.12104384e-05 -1.44126726e-05  1.01412693e-01  1.01417383e-04 -2.96336520e-05  1.11122099e+00  3.48416671e-04  3.48416671e-04  1.11137043e-03  1.11113365e+00 -1.57119764e-04 -1.57119764e-04  1.11120845e-03  1.11111140e+00 -1.70616827e-05 -1.70616827e-05  1.11111874e-03
 4.30000000e+00  1.00000000e-01  9.99919168e-01  5.96117047e-01  5.96117047e-01  9.86654954e+00  9.99998661e-01  3.36213518e-01  3.36213518e-01  9.99254835e+00  4.57331273e-06 -1.34092402e-01  1.34089598e-01 -1.74679464e-03  7.49999977e-01  5.66980137e-02  5.66980137e-02  7.49996547e+02  7.49983851e-01 -2.83446899e-02 -2.83446899e-02  7.49973041e+02  1.08956772e-04 -3.98282317e-01  3.66650403e-04 -2.00247829e-04 -3.55328270e-06 -1.62476306e-02  2.67993190e-05 -9.36033346e-06 -1.27624684e-05  9.45001279e-02  9.45036689e-05 -2.52160056e-05  1.11120910e+00  3.29044213e-04  3.29044213e-04  1.11133189e-03  1.11113145e+00 -1.49332471e-04 -1.49332471e-04  1.11119265e-03  1.11111134e+00 -1.51679003e-05 -1.51679003e-05  1.11111725e-03
 4.40000000e+00  1.00000000e-01  9.99924816e-01  5.84239973e-01  5.84239973e-01  9.87895176e+00  9.99998884e-01  3.27733910e-01  3.27733910e-01  9.99357329e+00  3.89237077e-06 -1.28066279e-01  1.28064087e-01 -1.47077388e-03  7.49999981e-01  5.29194325e-02  5.29194325e-02  7.49997186e+02  7.49985934e-01 -2.64562717e-02 -2.64562717e-02  7.49977113e+02  9.92874971e-05 -3.82469237e-01  3.53614661e-04 -1.76876138e-04 -3.07966354e-06 -1.48203150e-02  2.44445410e-05 -7.85505878e-06 -1.13190185e-05  8.82018466e-02  8.82045414e-05 -2.15639083e-05  1.11119859e+00  3.10924278e-04  3.10924278e-04  1.11130001e-03  1.11112947e+00 -1.41923629e-04 -1.41923629e-04  1.11117982e-03  1.11111129e+00 -1.35208476e-05 -1.35208476e-05  1.11111608e-03
 4.50000000e+00  1.00000000e-01  9.99930028e-01  5.72783496e-01  5.72783496e-01  9.88992569e+00  9.99999066e-01  3.19685230e-01  3.19685230e-01  9.99443592e+00  3.32488913e-06 -1.22437476e-01  1.22435752e-01 -1.24392336e-03  7.49999984e-01  4.94692884e-02  4.94692884e-02  7.49997693e+02  7.49987711e-01 -2.47318787e-02 -2.47318787e-02  7.49980471e+02  9.05585013e-05 -3.67521915e-01  3.41146627e-04 -1.56753977e-04 -2.67488784e-06 -1.35463333e-02  2.23428443e-05 -6.62284532e-06 -1.00551408e-05  8.24510927e-02  8.24531585e-05 -1.85259537e-05  1.11118930e+00  2.93979723e-04  2.93979723e-04  1.11127348e-03  1.11112769e+00 -1.34891614e-04 -1.34891614e-04  1.11116932e-03  1.11111126e+00 -1.20838237e-05 -1.20838237e-05  1.11111516e-03
 2.02500000e+00  1.00000000e+00  7.95026657e-01  7.51546421e-01  7.51546421e-01  7.95026657e-01  9.57110130e-01  4.45731570e-01  4.45731570e-01  9.57110130e-01  6.57683947e-02 -1.91620604e-01  1.91620604e-01 -6.57683947e-02  7.32600100e-01  9.69387266e-02  9.69387266e-02  7.32600100e-01  5.88990310e-01  1.58986115e-03  1.58986115e-03  5.88990310e-01  3.21395181e-01 -6.01984996e-01  6.01984996e-01 -3.21395181e-01  1.07039224e-02 -9.95756864e-02  9.95756864e-02 -1.07039224e-02 -4.06258895e-02  2.13246812e-01  2.13246812e-01 -4.06258895e-02  1.47490816e+00  5.52641961e-01  5.52641961e-01  1.47490816e+00  1.23398462e+00 -1.19208690e-01 -1.19208690e-01  1.23398462e+00  1.13254349e+00 -7.13603440e-02 -7.13603440e-02  1.13254349e+00
 2.05000000e+00  1.00000000e+00  8.10905255e-01  7.32223165e-01  7.32223165e-01  8.10905255e-01  9.65056051e-01  4.34720007e-01  4.34720007e-01  9.65056051e-01  5.19853965e-02 -1.84750842e-01  1.84750842e-01 -5.19853965e-02  7.35279959e-01  9.19587468e-02  9.19587468e-02  7.35279959e-01  6.22949042e-01 -8.56453001e-03 -8.56453001e-03  6.22949042e-01  2.92333570e-01 -5.70528698e-01  5.70528698e-01 -2.92333570e-01  7.97600180e-03 -8.94376803e-02  8.94376803e-02 -7.97600180e-03 -3.62931535e-02  1.92055241e-01  1.92055241e-01 -3.62931535e-02  1.43742141e+00  5.15818118e-01  5.15818118e-01  1.43742141e+00  1.21516854e+00 -1.18801745e-01 -1.18801745e-01  1.21516854e+00  1.12918464e+00 -6.57057682e-02 -6.57057682e-02  1.12918464e+00
 2.10000000e+00  1.00000000e+00  8.35615439e-01  7.00718137e-01  7.00718137e-01  8.35615439e-01  9.74064767e-01  4.17673763e-01  4.17673763e-01  9.74064767e-01  3.69501417e-02 -1.73900076e-01  1.73900076e-01 -3.69501417e-02  7.38891686e-01  8.39479200e-02  8.39479200e-02  7.38891686e-01  6.59119727e-01 -1.73197336e-02 -1.73197336e-02  6.59119727e-01  2.47806295e-01 -5.21242810e-01  5.21242810e-01 -2.47806295e-01  5.21266619e-03 -7.64516874e-02  7.64516874e-02 -5.21266619e-03 -3.05904978e-02  1.65804970e-01  1.65804970e-01 -3.05904978e-02  1.38091459e+00  4.58900947e-01  4.58900947e-01  1.38091459e+00  1.19349274e+00 -1.16997124e-01 -1.16997124e-01  1.19349274e+00  1.12461790e+00 -5.67276218e-02 -5.67276218e-02  1.12461790e+00
 2.20000000e+00  1.00000000e+00  8.69647646e-01  6.53455096e-01  6.53455096e-01  8.69647646e-01  9.83461749e-01  3.90844398e-01  3.90844398e-01  9.83461749e-01  2.20541088e-02 -1.56747381e-01  1.56747381e-01 -2.20541088e-02  7.43104389e-01  7.17017764e-02  7.17017764e-02  7.43104389e-01  6.94385553e-01 -2.26806709e-02 -2.26806709e-02  6.94385553e-01  1.88072881e-01 -4.52103023e-01  4.52103023e-01 -1.88072881e-01  2.80453345e-03 -6.01010333e-02  6.01010333e-02 -2.80453345e-03 -2.31142061e-02  1.33699207e-01  1.33699207e-01 -2.31142061e-02  1.30695495e+00  3.80975418e-01  3.80975418e-01  1.30695495e+00  1.16955251e+00 -1.11930260e-01 -1.11930260e-01  1.16955251e+00  1.11942159e+00 -4.38648949e-02 -4.38648949e-02  1.11942159e+00
 2.30000000e+00  1.00000000e+00  8.92863757e-01  6.17466812e-01  6.17466812e-01  8.92863757e-01  9.88576291e-01  3.68713607e-01  3.68713607e-01  9.88576291e-01  1.43904867e-02 -1.42733006e-01  1.42733006e-01 -1.43904867e-02  7.45479144e-01  6.22413044e-02  6.22413044e-02  7.45479144e-01  7.12550231e-01 -2.32871119e-02 -2.32871119e-02  7.12550231e-01  1.48620482e-01 -4.03399487e-01  4.03399487e-01 -1.48620482e-01  1.73875592e-03 -4.90873796e-02  4.90873796e-02 -1.73875592e-03 -1.79886058e-02  1.12358500e-01  1.12358500e-01 -1.79886058e-02  1.25959812e+00  3.27634636e-01  3.27634636e-01  1.25959812e+00  1.15521084e+00 -1.06162556e-01 -1.06162556e-01  1.15521084e+00  1.11657446e+00 -3.47806097e-02 -3.47806097e-02  1.11657446e+00
 2.40000000e+00  1.00000000e+00  9.10048645e-01  5.87944349e-01  5.87944349e-01  9.10048645e-01  9.91767722e-01  3.49510546e-01  3.49510546e-01  9.91767722e-01  9.83417727e-03 -1.30759616e-01  1.30759616e-01 -9.83417727e-03  7.46938172e-01  5.45553804e-02  5.45553804e-02  7.46938172e-01  7.23505811e-01 -2.23588365e-02 -2.23588365e-02  7.23505811e-01  1.20272048e-01 -3.65960846e-01  3.65960846e-01 -1.20272048e-01  1.17306435e-03 -4.08758568e-02  4.08758568e-02 -1.17306435e-03 -1.42047901e-02  9.64267549e-02  9.64267549e-02 -1.42047901e-02  1.22658676e+00  2.87606146e-01  2.87606146e-01  1.22658676e+00  1.14535092e+00 -1.00193663e-01 -1.00193663e-01  1.14535092e+00  1.11484716e+00 -2.79945272e-02 -2.79945272e-02  1.11484716e+00
 2.50000000e+00  1.00000000e+00  9.23383657e-01  5.62687223e-01  5.62687223e-01  9.23383657e-01  9.93896274e-01  3.32483825e-01  3.32483825e-01  9.93896274e-01  6.93128872e-03 -1.20334880e-01  1.20334880e-01 -6.93128872e-03  7.47876164e-01  4.81594957e-02  4.81594957e-02  7.47876164e-01  7.30640523e-01 -2.08787609e-02 -2.08787609e-02  7.30640523e-01  9.88934341e-02 -3.35663870e-01  3.35663870e-01 -9.88934341e-02  8.38506722e-04 -3.44709964e-02  3.44709964e-02 -8.38506722e-04 -1.13263917e-02  8.38873742e-02  8.38873742e-02 -1.13263917e-02  1.20244980e+00  2.55884465e-01  2.55884465e-01  1.20244980e+00  1.13814535e+00 -9.42413312e-02 -9.42413312e-02  1.13814535e+00  1.11373712e+00 -2.27824529e-02 -2.27824529e-02  1.11373712e+00
 2.60000000e+00  1.00000000e+00  9.34053779e-01  5.40489422e-01  5.40489422e-01  9.34053779e-01  9.95376524e-01  3.17197565e-01  3.17197565e-01  9.95376524e-01  4.99999796e-03 -1.11158033e-01  1.11158033e-01 -4.99999796e-03  7.48497865e-01  4.27593675e-02  4.27593675e-02  7.48497865e-01  7.35512891e-01 -1.92404469e-02 -1.92404469e-02  7.35512891e-01  8.22616188e-02 -3.10291550e-01  3.10291550e-01 -8.22616188e-02  6.25021187e-04 -2.93450502e-02  2.93450502e-02 -6.25021187e-04 -9.10105376e-03  7.37060828e-02  7.37060828e-02 -9.10105376e-03  1.18425908e+00  2.29818829e-01  2.29818829e-01  1.18425908e+00  1.13270186e+00 -8.84259153e-02 -8.84259153e-02  1.13270186e+00  1.11299572e+00 -1.87094712e-02 -1.87094712e-02  1.11299572e+00
